context,target,condition,subject1,object1,object2,item,stim_classname,subject2
Donald Trump gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a watch more than a mug.,incongruent,Barack Obama,a mug,a watch,44,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a mug more than a watch.,incongruent,Barack Obama,a mug,a watch,44,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a mug more than a dax.,congruent,Barack Obama,a mug,a dax,45,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a mug.,congruent,Barack Obama,a mug,a dax,45,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a dax more than a mug.,incongruent,Barack Obama,a mug,a dax,45,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a mug more than a dax.,incongruent,Barack Obama,a mug,a dax,45,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a mug more than a blicket.,congruent,Barack Obama,a mug,a blicket,46,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a mug.,congruent,Barack Obama,a mug,a blicket,46,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a blicket more than a mug.,incongruent,Barack Obama,a mug,a blicket,46,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a mug more than a blicket.,incongruent,Barack Obama,a mug,a blicket,46,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a watch more than a dax.,congruent,Barack Obama,a watch,a dax,47,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a watch.,congruent,Barack Obama,a watch,a dax,47,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a dax more than a watch.,incongruent,Barack Obama,a watch,a dax,47,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a watch more than a dax.,incongruent,Barack Obama,a watch,a dax,47,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a watch more than a blicket.,congruent,Barack Obama,a watch,a blicket,48,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a watch.,congruent,Barack Obama,a watch,a blicket,48,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a blicket more than a watch.,incongruent,Barack Obama,a watch,a blicket,48,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a watch more than a blicket.,incongruent,Barack Obama,a watch,a blicket,48,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a dax more than a blicket.,congruent,Barack Obama,a dax,a blicket,49,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a dax.,congruent,Barack Obama,a dax,a blicket,49,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a blicket more than a dax.,incongruent,Barack Obama,a dax,a blicket,49,value_subjective,Donald Trump
Donald Trump gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a dax more than a blicket.,incongruent,Barack Obama,a dax,a blicket,49,value_subjective,Donald Trump
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a mug.,congruent,Barack Obama,a thermos,a mug,50,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a mug more than a thermos.,congruent,Barack Obama,a thermos,a mug,50,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a mug more than a thermos.,incongruent,Barack Obama,a thermos,a mug,50,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a thermos more than a mug.,incongruent,Barack Obama,a thermos,a mug,50,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a watch.,congruent,Barack Obama,a thermos,a watch,51,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a thermos.,congruent,Barack Obama,a thermos,a watch,51,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a watch more than a thermos.,incongruent,Barack Obama,a thermos,a watch,51,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a thermos more than a watch.,incongruent,Barack Obama,a thermos,a watch,51,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a dax.,congruent,Barack Obama,a thermos,a dax,52,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a thermos.,congruent,Barack Obama,a thermos,a dax,52,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a dax more than a thermos.,incongruent,Barack Obama,a thermos,a dax,52,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a thermos more than a dax.,incongruent,Barack Obama,a thermos,a dax,52,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a blicket.,congruent,Barack Obama,a thermos,a blicket,53,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a thermos.,congruent,Barack Obama,a thermos,a blicket,53,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a blicket more than a thermos.,incongruent,Barack Obama,a thermos,a blicket,53,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a thermos more than a blicket.,incongruent,Barack Obama,a thermos,a blicket,53,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a mug more than a watch.,congruent,Barack Obama,a mug,a watch,54,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a mug.,congruent,Barack Obama,a mug,a watch,54,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a watch more than a mug.,incongruent,Barack Obama,a mug,a watch,54,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a mug more than a watch.,incongruent,Barack Obama,a mug,a watch,54,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a mug more than a dax.,congruent,Barack Obama,a mug,a dax,55,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a mug.,congruent,Barack Obama,a mug,a dax,55,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a dax more than a mug.,incongruent,Barack Obama,a mug,a dax,55,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a mug more than a dax.,incongruent,Barack Obama,a mug,a dax,55,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a mug more than a blicket.,congruent,Barack Obama,a mug,a blicket,56,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a mug.,congruent,Barack Obama,a mug,a blicket,56,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a blicket more than a mug.,incongruent,Barack Obama,a mug,a blicket,56,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a mug more than a blicket.,incongruent,Barack Obama,a mug,a blicket,56,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a watch more than a dax.,congruent,Barack Obama,a watch,a dax,57,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a watch.,congruent,Barack Obama,a watch,a dax,57,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a dax more than a watch.,incongruent,Barack Obama,a watch,a dax,57,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a watch more than a dax.,incongruent,Barack Obama,a watch,a dax,57,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a watch more than a blicket.,congruent,Barack Obama,a watch,a blicket,58,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a watch.,congruent,Barack Obama,a watch,a blicket,58,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a blicket more than a watch.,incongruent,Barack Obama,a watch,a blicket,58,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a watch more than a blicket.,incongruent,Barack Obama,a watch,a blicket,58,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a dax more than a blicket.,congruent,Barack Obama,a dax,a blicket,59,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a dax.,congruent,Barack Obama,a dax,a blicket,59,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a blicket more than a dax.,incongruent,Barack Obama,a dax,a blicket,59,value_subjective,Mom
Mom gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a dax more than a blicket.,incongruent,Barack Obama,a dax,a blicket,59,value_subjective,Mom
Dad gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a mug.,congruent,Barack Obama,a thermos,a mug,60,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a mug more than a thermos.,congruent,Barack Obama,a thermos,a mug,60,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a thermos.,Barack Obama valued a mug more than a thermos.,incongruent,Barack Obama,a thermos,a mug,60,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a mug. Barack Obama picked a mug.,Barack Obama valued a thermos more than a mug.,incongruent,Barack Obama,a thermos,a mug,60,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a watch.,congruent,Barack Obama,a thermos,a watch,61,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a thermos.,congruent,Barack Obama,a thermos,a watch,61,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a thermos.,Barack Obama valued a watch more than a thermos.,incongruent,Barack Obama,a thermos,a watch,61,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a watch. Barack Obama picked a watch.,Barack Obama valued a thermos more than a watch.,incongruent,Barack Obama,a thermos,a watch,61,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a dax.,congruent,Barack Obama,a thermos,a dax,62,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a thermos.,congruent,Barack Obama,a thermos,a dax,62,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a thermos.,Barack Obama valued a dax more than a thermos.,incongruent,Barack Obama,a thermos,a dax,62,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a dax. Barack Obama picked a dax.,Barack Obama valued a thermos more than a dax.,incongruent,Barack Obama,a thermos,a dax,62,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a thermos more than a blicket.,congruent,Barack Obama,a thermos,a blicket,63,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a thermos.,congruent,Barack Obama,a thermos,a blicket,63,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a thermos.,Barack Obama valued a blicket more than a thermos.,incongruent,Barack Obama,a thermos,a blicket,63,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a thermos or a blicket. Barack Obama picked a blicket.,Barack Obama valued a thermos more than a blicket.,incongruent,Barack Obama,a thermos,a blicket,63,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a mug more than a watch.,congruent,Barack Obama,a mug,a watch,64,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a watch more than a mug.,congruent,Barack Obama,a mug,a watch,64,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a mug.,Barack Obama valued a watch more than a mug.,incongruent,Barack Obama,a mug,a watch,64,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a watch. Barack Obama picked a watch.,Barack Obama valued a mug more than a watch.,incongruent,Barack Obama,a mug,a watch,64,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a mug more than a dax.,congruent,Barack Obama,a mug,a dax,65,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a mug.,congruent,Barack Obama,a mug,a dax,65,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a mug.,Barack Obama valued a dax more than a mug.,incongruent,Barack Obama,a mug,a dax,65,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a dax. Barack Obama picked a dax.,Barack Obama valued a mug more than a dax.,incongruent,Barack Obama,a mug,a dax,65,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a mug more than a blicket.,congruent,Barack Obama,a mug,a blicket,66,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a mug.,congruent,Barack Obama,a mug,a blicket,66,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a mug.,Barack Obama valued a blicket more than a mug.,incongruent,Barack Obama,a mug,a blicket,66,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a mug or a blicket. Barack Obama picked a blicket.,Barack Obama valued a mug more than a blicket.,incongruent,Barack Obama,a mug,a blicket,66,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a watch more than a dax.,congruent,Barack Obama,a watch,a dax,67,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a dax more than a watch.,congruent,Barack Obama,a watch,a dax,67,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a watch.,Barack Obama valued a dax more than a watch.,incongruent,Barack Obama,a watch,a dax,67,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a dax. Barack Obama picked a dax.,Barack Obama valued a watch more than a dax.,incongruent,Barack Obama,a watch,a dax,67,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a watch more than a blicket.,congruent,Barack Obama,a watch,a blicket,68,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a watch.,congruent,Barack Obama,a watch,a blicket,68,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a watch.,Barack Obama valued a blicket more than a watch.,incongruent,Barack Obama,a watch,a blicket,68,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a watch or a blicket. Barack Obama picked a blicket.,Barack Obama valued a watch more than a blicket.,incongruent,Barack Obama,a watch,a blicket,68,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a dax more than a blicket.,congruent,Barack Obama,a dax,a blicket,69,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a blicket more than a dax.,congruent,Barack Obama,a dax,a blicket,69,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a dax.,Barack Obama valued a blicket more than a dax.,incongruent,Barack Obama,a dax,a blicket,69,value_subjective,Dad
Dad gave Barack Obama a choice of gifts between a dax or a blicket. Barack Obama picked a blicket.,Barack Obama valued a dax more than a blicket.,incongruent,Barack Obama,a dax,a blicket,69,value_subjective,Dad
Mom gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a mug.,congruent,Donald Trump,a thermos,a mug,70,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a mug.,Donald Trump valued a mug more than a thermos.,congruent,Donald Trump,a thermos,a mug,70,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a thermos.,Donald Trump valued a mug more than a thermos.,incongruent,Donald Trump,a thermos,a mug,70,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a mug.,Donald Trump valued a thermos more than a mug.,incongruent,Donald Trump,a thermos,a mug,70,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a watch.,congruent,Donald Trump,a thermos,a watch,71,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a watch.,Donald Trump valued a watch more than a thermos.,congruent,Donald Trump,a thermos,a watch,71,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a thermos.,Donald Trump valued a watch more than a thermos.,incongruent,Donald Trump,a thermos,a watch,71,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a watch.,Donald Trump valued a thermos more than a watch.,incongruent,Donald Trump,a thermos,a watch,71,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a dax.,congruent,Donald Trump,a thermos,a dax,72,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a dax.,Donald Trump valued a dax more than a thermos.,congruent,Donald Trump,a thermos,a dax,72,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a thermos.,Donald Trump valued a dax more than a thermos.,incongruent,Donald Trump,a thermos,a dax,72,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a dax. Donald Trump picked a dax.,Donald Trump valued a thermos more than a dax.,incongruent,Donald Trump,a thermos,a dax,72,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a blicket.,congruent,Donald Trump,a thermos,a blicket,73,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a thermos.,congruent,Donald Trump,a thermos,a blicket,73,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a thermos.,Donald Trump valued a blicket more than a thermos.,incongruent,Donald Trump,a thermos,a blicket,73,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a thermos or a blicket. Donald Trump picked a blicket.,Donald Trump valued a thermos more than a blicket.,incongruent,Donald Trump,a thermos,a blicket,73,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a mug.,Donald Trump valued a mug more than a watch.,congruent,Donald Trump,a mug,a watch,74,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a watch.,Donald Trump valued a watch more than a mug.,congruent,Donald Trump,a mug,a watch,74,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a mug.,Donald Trump valued a watch more than a mug.,incongruent,Donald Trump,a mug,a watch,74,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a watch. Donald Trump picked a watch.,Donald Trump valued a mug more than a watch.,incongruent,Donald Trump,a mug,a watch,74,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a mug.,Donald Trump valued a mug more than a dax.,congruent,Donald Trump,a mug,a dax,75,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a dax.,Donald Trump valued a dax more than a mug.,congruent,Donald Trump,a mug,a dax,75,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a mug.,Donald Trump valued a dax more than a mug.,incongruent,Donald Trump,a mug,a dax,75,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a dax. Donald Trump picked a dax.,Donald Trump valued a mug more than a dax.,incongruent,Donald Trump,a mug,a dax,75,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a mug.,Donald Trump valued a mug more than a blicket.,congruent,Donald Trump,a mug,a blicket,76,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a mug.,congruent,Donald Trump,a mug,a blicket,76,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a mug.,Donald Trump valued a blicket more than a mug.,incongruent,Donald Trump,a mug,a blicket,76,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a mug or a blicket. Donald Trump picked a blicket.,Donald Trump valued a mug more than a blicket.,incongruent,Donald Trump,a mug,a blicket,76,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a watch.,Donald Trump valued a watch more than a dax.,congruent,Donald Trump,a watch,a dax,77,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a dax.,Donald Trump valued a dax more than a watch.,congruent,Donald Trump,a watch,a dax,77,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a watch.,Donald Trump valued a dax more than a watch.,incongruent,Donald Trump,a watch,a dax,77,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a dax. Donald Trump picked a dax.,Donald Trump valued a watch more than a dax.,incongruent,Donald Trump,a watch,a dax,77,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a watch.,Donald Trump valued a watch more than a blicket.,congruent,Donald Trump,a watch,a blicket,78,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a watch.,congruent,Donald Trump,a watch,a blicket,78,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a watch.,Donald Trump valued a blicket more than a watch.,incongruent,Donald Trump,a watch,a blicket,78,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a watch or a blicket. Donald Trump picked a blicket.,Donald Trump valued a watch more than a blicket.,incongruent,Donald Trump,a watch,a blicket,78,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a dax.,Donald Trump valued a dax more than a blicket.,congruent,Donald Trump,a dax,a blicket,79,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a blicket.,Donald Trump valued a blicket more than a dax.,congruent,Donald Trump,a dax,a blicket,79,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a dax.,Donald Trump valued a blicket more than a dax.,incongruent,Donald Trump,a dax,a blicket,79,value_subjective,Mom
Mom gave Donald Trump a choice of gifts between a dax or a blicket. Donald Trump picked a blicket.,Donald Trump valued a dax more than a blicket.,incongruent,Donald Trump,a dax,a blicket,79,value_subjective,Mom
Dad gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a mug.,congruent,Donald Trump,a thermos,a mug,80,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a mug.,Donald Trump valued a mug more than a thermos.,congruent,Donald Trump,a thermos,a mug,80,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a thermos.,Donald Trump valued a mug more than a thermos.,incongruent,Donald Trump,a thermos,a mug,80,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a mug. Donald Trump picked a mug.,Donald Trump valued a thermos more than a mug.,incongruent,Donald Trump,a thermos,a mug,80,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a thermos.,Donald Trump valued a thermos more than a watch.,congruent,Donald Trump,a thermos,a watch,81,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a watch.,Donald Trump valued a watch more than a thermos.,congruent,Donald Trump,a thermos,a watch,81,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a thermos.,Donald Trump valued a watch more than a thermos.,incongruent,Donald Trump,a thermos,a watch,81,value_subjective,Dad
Dad gave Donald Trump a choice of gifts between a thermos or a watch. Donald Trump picked a watch.,Donald Trump valued a thermos more than a watch.,incongruent,Donald Trump,a thermos,a watch,81,value_subjective,Dad
