context,target,condition,subject1,subject2,directness,item,stim_classname
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is comforting Dad.,Barack Obama is trying to make Dad feel better.,congruent,Barack Obama,Dad,direct,38,teasing_comforting
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is teasing Dad.,Barack Obama is trying to make Dad feel better.,incongruent,Barack Obama,Dad,direct,38,teasing_comforting
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is comforting Dad.,Barack Obama is making light-hearted jokes at Dad’s expense.,incongruent,Barack Obama,Dad,direct,38,teasing_comforting
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is teasing Mom.,Donald Trump is making light-hearted jokes at Mom’s expense.,congruent,Donald Trump,Mom,direct,39,teasing_comforting
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is comforting Mom.,Donald Trump is trying to make Mom feel better.,congruent,Donald Trump,Mom,direct,39,teasing_comforting
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is teasing Mom.,Donald Trump is trying to make Mom feel better.,incongruent,Donald Trump,Mom,direct,39,teasing_comforting
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is comforting Mom.,Donald Trump is making light-hearted jokes at Mom’s expense.,incongruent,Donald Trump,Mom,direct,39,teasing_comforting
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is teasing Dad.,Donald Trump is making light-hearted jokes at Dad’s expense.,congruent,Donald Trump,Dad,direct,40,teasing_comforting
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is comforting Dad.,Donald Trump is trying to make Dad feel better.,congruent,Donald Trump,Dad,direct,40,teasing_comforting
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is teasing Dad.,Donald Trump is trying to make Dad feel better.,incongruent,Donald Trump,Dad,direct,40,teasing_comforting
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is comforting Dad.,Donald Trump is making light-hearted jokes at Dad’s expense.,incongruent,Donald Trump,Dad,direct,40,teasing_comforting
Mom and Dad are sitting at a table having a conversation. Mom is teasing Dad.,Mom is making light-hearted jokes at Dad’s expense.,congruent,Mom,Dad,direct,41,teasing_comforting
Mom and Dad are sitting at a table having a conversation. Mom is comforting Dad.,Mom is trying to make Dad feel better.,congruent,Mom,Dad,direct,41,teasing_comforting
Mom and Dad are sitting at a table having a conversation. Mom is teasing Dad.,Mom is trying to make Dad feel better.,incongruent,Mom,Dad,direct,41,teasing_comforting
Mom and Dad are sitting at a table having a conversation. Mom is comforting Dad.,Mom is making light-hearted jokes at Dad’s expense.,incongruent,Mom,Dad,direct,41,teasing_comforting
Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice is giggling each time Bob says something.,congruent,Alice,Bob,indirect,0,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice tries to act nonchalant when Bob talks about their promotion.,congruent,Alice,Bob,indirect,0,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice tries to act nonchalant when Bob talks about their promotion.,incongruent,Alice,Bob,indirect,0,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice is giggling each time Bob says something.,incongruent,Alice,Bob,indirect,0,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice is giggling each time Charlie says something.,congruent,Alice,Charlie,indirect,1,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice tries to act nonchalant when Charlie talks about their promotion.,congruent,Alice,Charlie,indirect,1,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice tries to act nonchalant when Charlie talks about their promotion.,incongruent,Alice,Charlie,indirect,1,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice is giggling each time Charlie says something.,incongruent,Alice,Charlie,indirect,1,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice is giggling each time Barack Obama says something.,congruent,Alice,Barack Obama,indirect,2,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice tries to act nonchalant when Barack Obama talks about their promotion.,congruent,Alice,Barack Obama,indirect,2,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice tries to act nonchalant when Barack Obama talks about their promotion.,incongruent,Alice,Barack Obama,indirect,2,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice is giggling each time Barack Obama says something.,incongruent,Alice,Barack Obama,indirect,2,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice is giggling each time Donald Trump says something.,congruent,Alice,Donald Trump,indirect,3,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice tries to act nonchalant when Donald Trump talks about their promotion.,congruent,Alice,Donald Trump,indirect,3,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice tries to act nonchalant when Donald Trump talks about their promotion.,incongruent,Alice,Donald Trump,indirect,3,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice is giggling each time Donald Trump says something.,incongruent,Alice,Donald Trump,indirect,3,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice is giggling each time Mom says something.,congruent,Alice,Mom,indirect,4,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice tries to act nonchalant when Mom talks about their promotion.,congruent,Alice,Mom,indirect,4,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice tries to act nonchalant when Mom talks about their promotion.,incongruent,Alice,Mom,indirect,4,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice is giggling each time Mom says something.,incongruent,Alice,Mom,indirect,4,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice is giggling each time Dad says something.,congruent,Alice,Dad,indirect,5,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice tries to act nonchalant when Dad talks about their promotion.,congruent,Alice,Dad,indirect,5,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice tries to act nonchalant when Dad talks about their promotion.,incongruent,Alice,Dad,indirect,5,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice is giggling each time Dad says something.,incongruent,Alice,Dad,indirect,5,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob is giggling each time Charlie says something.,congruent,Bob,Charlie,indirect,6,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob tries to act nonchalant when Charlie talks about their promotion.,congruent,Bob,Charlie,indirect,6,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob tries to act nonchalant when Charlie talks about their promotion.,incongruent,Bob,Charlie,indirect,6,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob is giggling each time Charlie says something.,incongruent,Bob,Charlie,indirect,6,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob is giggling each time Barack Obama says something.,congruent,Bob,Barack Obama,indirect,7,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob tries to act nonchalant when Barack Obama talks about their promotion.,congruent,Bob,Barack Obama,indirect,7,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob tries to act nonchalant when Barack Obama talks about their promotion.,incongruent,Bob,Barack Obama,indirect,7,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob is giggling each time Barack Obama says something.,incongruent,Bob,Barack Obama,indirect,7,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob is giggling each time Donald Trump says something.,congruent,Bob,Donald Trump,indirect,8,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob tries to act nonchalant when Donald Trump talks about their promotion.,congruent,Bob,Donald Trump,indirect,8,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob tries to act nonchalant when Donald Trump talks about their promotion.,incongruent,Bob,Donald Trump,indirect,8,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob is giggling each time Donald Trump says something.,incongruent,Bob,Donald Trump,indirect,8,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob is giggling each time Mom says something.,congruent,Bob,Mom,indirect,9,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob tries to act nonchalant when Mom talks about their promotion.,congruent,Bob,Mom,indirect,9,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob tries to act nonchalant when Mom talks about their promotion.,incongruent,Bob,Mom,indirect,9,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob is giggling each time Mom says something.,incongruent,Bob,Mom,indirect,9,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob is giggling each time Dad says something.,congruent,Bob,Dad,indirect,10,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob tries to act nonchalant when Dad talks about their promotion.,congruent,Bob,Dad,indirect,10,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob tries to act nonchalant when Dad talks about their promotion.,incongruent,Bob,Dad,indirect,10,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob is giggling each time Dad says something.,incongruent,Bob,Dad,indirect,10,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie is giggling each time Barack Obama says something.,congruent,Charlie,Barack Obama,indirect,11,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie tries to act nonchalant when Barack Obama talks about their promotion.,congruent,Charlie,Barack Obama,indirect,11,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie tries to act nonchalant when Barack Obama talks about their promotion.,incongruent,Charlie,Barack Obama,indirect,11,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie is giggling each time Barack Obama says something.,incongruent,Charlie,Barack Obama,indirect,11,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie is giggling each time Donald Trump says something.,congruent,Charlie,Donald Trump,indirect,12,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie tries to act nonchalant when Donald Trump talks about their promotion.,congruent,Charlie,Donald Trump,indirect,12,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie tries to act nonchalant when Donald Trump talks about their promotion.,incongruent,Charlie,Donald Trump,indirect,12,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie is giggling each time Donald Trump says something.,incongruent,Charlie,Donald Trump,indirect,12,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie is giggling each time Mom says something.,congruent,Charlie,Mom,indirect,13,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie tries to act nonchalant when Mom talks about their promotion.,congruent,Charlie,Mom,indirect,13,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie tries to act nonchalant when Mom talks about their promotion.,incongruent,Charlie,Mom,indirect,13,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie is giggling each time Mom says something.,incongruent,Charlie,Mom,indirect,13,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie is giggling each time Dad says something.,congruent,Charlie,Dad,indirect,14,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie tries to act nonchalant when Dad talks about their promotion.,congruent,Charlie,Dad,indirect,14,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie tries to act nonchalant when Dad talks about their promotion.,incongruent,Charlie,Dad,indirect,14,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie is giggling each time Dad says something.,incongruent,Charlie,Dad,indirect,14,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama is giggling each time Donald Trump says something.,congruent,Barack Obama,Donald Trump,indirect,15,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama tries to act nonchalant when Donald Trump talks about their promotion.,congruent,Barack Obama,Donald Trump,indirect,15,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama tries to act nonchalant when Donald Trump talks about their promotion.,incongruent,Barack Obama,Donald Trump,indirect,15,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama is giggling each time Donald Trump says something.,incongruent,Barack Obama,Donald Trump,indirect,15,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama is giggling each time Mom says something.,congruent,Barack Obama,Mom,indirect,16,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama tries to act nonchalant when Mom talks about their promotion.,congruent,Barack Obama,Mom,indirect,16,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama tries to act nonchalant when Mom talks about their promotion.,incongruent,Barack Obama,Mom,indirect,16,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama is giggling each time Mom says something.,incongruent,Barack Obama,Mom,indirect,16,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama is giggling each time Dad says something.,congruent,Barack Obama,Dad,indirect,17,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama tries to act nonchalant when Dad talks about their promotion.,congruent,Barack Obama,Dad,indirect,17,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama tries to act nonchalant when Dad talks about their promotion.,incongruent,Barack Obama,Dad,indirect,17,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama is giggling each time Dad says something.,incongruent,Barack Obama,Dad,indirect,17,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump is giggling each time Mom says something.,congruent,Donald Trump,Mom,indirect,18,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump tries to act nonchalant when Mom talks about their promotion.,congruent,Donald Trump,Mom,indirect,18,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump tries to act nonchalant when Mom talks about their promotion.,incongruent,Donald Trump,Mom,indirect,18,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump is giggling each time Mom says something.,incongruent,Donald Trump,Mom,indirect,18,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump is giggling each time Dad says something.,congruent,Donald Trump,Dad,indirect,19,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump tries to act nonchalant when Dad talks about their promotion.,congruent,Donald Trump,Dad,indirect,19,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump tries to act nonchalant when Dad talks about their promotion.,incongruent,Donald Trump,Dad,indirect,19,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump is giggling each time Dad says something.,incongruent,Donald Trump,Dad,indirect,19,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom is giggling each time Dad says something.,congruent,Mom,Dad,indirect,20,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom tries to act nonchalant when Dad talks about their promotion.,congruent,Mom,Dad,indirect,20,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom tries to act nonchalant when Dad talks about their promotion.,incongruent,Mom,Dad,indirect,20,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom is giggling each time Dad says something.,incongruent,Mom,Dad,indirect,20,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice is playfully signaling romantic interest towards Bob.,congruent,Alice,Bob,direct,21,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice wishes they were in Bob's place.,congruent,Alice,Bob,direct,21,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice wishes they were in Bob's place.,incongruent,Alice,Bob,direct,21,flirting with_envying
Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice is playfully signaling romantic interest towards Bob.,incongruent,Alice,Bob,direct,21,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice is playfully signaling romantic interest towards Charlie.,congruent,Alice,Charlie,direct,22,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice wishes they were in Charlie's place.,congruent,Alice,Charlie,direct,22,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice wishes they were in Charlie's place.,incongruent,Alice,Charlie,direct,22,flirting with_envying
Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice is playfully signaling romantic interest towards Charlie.,incongruent,Alice,Charlie,direct,22,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice is playfully signaling romantic interest towards Barack Obama.,congruent,Alice,Barack Obama,direct,23,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice wishes they were in Barack Obama's place.,congruent,Alice,Barack Obama,direct,23,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice wishes they were in Barack Obama's place.,incongruent,Alice,Barack Obama,direct,23,flirting with_envying
Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice is playfully signaling romantic interest towards Barack Obama.,incongruent,Alice,Barack Obama,direct,23,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice is playfully signaling romantic interest towards Donald Trump.,congruent,Alice,Donald Trump,direct,24,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice wishes they were in Donald Trump's place.,congruent,Alice,Donald Trump,direct,24,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice wishes they were in Donald Trump's place.,incongruent,Alice,Donald Trump,direct,24,flirting with_envying
Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice is playfully signaling romantic interest towards Donald Trump.,incongruent,Alice,Donald Trump,direct,24,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice is playfully signaling romantic interest towards Mom.,congruent,Alice,Mom,direct,25,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice wishes they were in Mom's place.,congruent,Alice,Mom,direct,25,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice wishes they were in Mom's place.,incongruent,Alice,Mom,direct,25,flirting with_envying
Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice is playfully signaling romantic interest towards Mom.,incongruent,Alice,Mom,direct,25,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice is playfully signaling romantic interest towards Dad.,congruent,Alice,Dad,direct,26,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice wishes they were in Dad's place.,congruent,Alice,Dad,direct,26,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice wishes they were in Dad's place.,incongruent,Alice,Dad,direct,26,flirting with_envying
Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice is playfully signaling romantic interest towards Dad.,incongruent,Alice,Dad,direct,26,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob is playfully signaling romantic interest towards Charlie.,congruent,Bob,Charlie,direct,27,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob wishes they were in Charlie's place.,congruent,Bob,Charlie,direct,27,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob wishes they were in Charlie's place.,incongruent,Bob,Charlie,direct,27,flirting with_envying
Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob is playfully signaling romantic interest towards Charlie.,incongruent,Bob,Charlie,direct,27,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob is playfully signaling romantic interest towards Barack Obama.,congruent,Bob,Barack Obama,direct,28,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob wishes they were in Barack Obama's place.,congruent,Bob,Barack Obama,direct,28,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob wishes they were in Barack Obama's place.,incongruent,Bob,Barack Obama,direct,28,flirting with_envying
Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob is playfully signaling romantic interest towards Barack Obama.,incongruent,Bob,Barack Obama,direct,28,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob is playfully signaling romantic interest towards Donald Trump.,congruent,Bob,Donald Trump,direct,29,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob wishes they were in Donald Trump's place.,congruent,Bob,Donald Trump,direct,29,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob wishes they were in Donald Trump's place.,incongruent,Bob,Donald Trump,direct,29,flirting with_envying
Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob is playfully signaling romantic interest towards Donald Trump.,incongruent,Bob,Donald Trump,direct,29,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob is playfully signaling romantic interest towards Mom.,congruent,Bob,Mom,direct,30,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob wishes they were in Mom's place.,congruent,Bob,Mom,direct,30,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob wishes they were in Mom's place.,incongruent,Bob,Mom,direct,30,flirting with_envying
Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob is playfully signaling romantic interest towards Mom.,incongruent,Bob,Mom,direct,30,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob is playfully signaling romantic interest towards Dad.,congruent,Bob,Dad,direct,31,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob wishes they were in Dad's place.,congruent,Bob,Dad,direct,31,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob wishes they were in Dad's place.,incongruent,Bob,Dad,direct,31,flirting with_envying
Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob is playfully signaling romantic interest towards Dad.,incongruent,Bob,Dad,direct,31,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie is playfully signaling romantic interest towards Barack Obama.,congruent,Charlie,Barack Obama,direct,32,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie wishes they were in Barack Obama's place.,congruent,Charlie,Barack Obama,direct,32,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie wishes they were in Barack Obama's place.,incongruent,Charlie,Barack Obama,direct,32,flirting with_envying
Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie is playfully signaling romantic interest towards Barack Obama.,incongruent,Charlie,Barack Obama,direct,32,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie is playfully signaling romantic interest towards Donald Trump.,congruent,Charlie,Donald Trump,direct,33,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie wishes they were in Donald Trump's place.,congruent,Charlie,Donald Trump,direct,33,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie wishes they were in Donald Trump's place.,incongruent,Charlie,Donald Trump,direct,33,flirting with_envying
Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie is playfully signaling romantic interest towards Donald Trump.,incongruent,Charlie,Donald Trump,direct,33,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie is playfully signaling romantic interest towards Mom.,congruent,Charlie,Mom,direct,34,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie wishes they were in Mom's place.,congruent,Charlie,Mom,direct,34,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie wishes they were in Mom's place.,incongruent,Charlie,Mom,direct,34,flirting with_envying
Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie is playfully signaling romantic interest towards Mom.,incongruent,Charlie,Mom,direct,34,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie is playfully signaling romantic interest towards Dad.,congruent,Charlie,Dad,direct,35,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie wishes they were in Dad's place.,congruent,Charlie,Dad,direct,35,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie wishes they were in Dad's place.,incongruent,Charlie,Dad,direct,35,flirting with_envying
Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie is playfully signaling romantic interest towards Dad.,incongruent,Charlie,Dad,direct,35,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama is playfully signaling romantic interest towards Donald Trump.,congruent,Barack Obama,Donald Trump,direct,36,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama wishes they were in Donald Trump's place.,congruent,Barack Obama,Donald Trump,direct,36,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama wishes they were in Donald Trump's place.,incongruent,Barack Obama,Donald Trump,direct,36,flirting with_envying
Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama is playfully signaling romantic interest towards Donald Trump.,incongruent,Barack Obama,Donald Trump,direct,36,flirting with_envying
