item,stim_classname,directness,condition,context,target,subject1,subject2,object1
134,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding objects. Donald Trump is evading Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,objects
134,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding objects. Donald Trump is chasing Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,objects
134,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding objects. Donald Trump is evading Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,objects
134,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding objects. Donald Trump is chasing Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,objects
135,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blocks. Donald Trump is evading Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,blocks
135,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blocks. Donald Trump is chasing Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,blocks
135,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blocks. Donald Trump is evading Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,blocks
135,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blocks. Donald Trump is chasing Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,blocks
136,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding cubes. Donald Trump is evading Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,cubes
136,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding cubes. Donald Trump is chasing Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,cubes
136,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding cubes. Donald Trump is evading Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,cubes
136,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding cubes. Donald Trump is chasing Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,cubes
137,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding spikes. Donald Trump is evading Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,spikes
137,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding spikes. Donald Trump is chasing Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,spikes
137,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding spikes. Donald Trump is evading Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,spikes
137,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding spikes. Donald Trump is chasing Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,spikes
138,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding daxes. Donald Trump is evading Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,daxes
138,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding daxes. Donald Trump is chasing Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,daxes
138,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding daxes. Donald Trump is evading Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,daxes
138,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding daxes. Donald Trump is chasing Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,daxes
139,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blickets. Donald Trump is evading Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,blickets
139,evading_chasing,indirect,congruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blickets. Donald Trump is chasing Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,blickets
139,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blickets. Donald Trump is evading Dad in this game.,Donald Trump is running in the direction of Dad.,Donald Trump,Dad,blickets
139,evading_chasing,indirect,incongruent,Donald Trump and Dad are playing a game which requires them to score a goal while avoiding blickets. Donald Trump is chasing Dad in this game.,Donald Trump is running in the opposite direction from Dad. ,Donald Trump,Dad,blickets
140,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding obstacles. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,obstacles
140,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding obstacles. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,obstacles
140,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding obstacles. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,obstacles
140,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding obstacles. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,obstacles
141,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding objects. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,objects
141,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding objects. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,objects
141,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding objects. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,objects
141,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding objects. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,objects
142,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,blocks
142,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,blocks
142,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,blocks
142,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,blocks
143,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,cubes
143,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,cubes
143,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,cubes
143,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,cubes
144,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,spikes
144,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,spikes
144,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,spikes
144,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,spikes
145,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,daxes
145,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,daxes
145,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,daxes
145,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,daxes
146,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is evading Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,blickets
146,evading_chasing,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is chasing Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,blickets
146,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is evading Dad in this game.,Mom is running in the direction of Dad.,Mom,Dad,blickets
146,evading_chasing,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is chasing Dad in this game.,Mom is running in the opposite direction from Dad. ,Mom,Dad,blickets
147,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,obstacles
147,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,obstacles
147,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,obstacles
147,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,obstacles
148,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,objects
148,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,objects
148,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,objects
148,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,objects
149,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,blocks
149,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,blocks
149,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,blocks
149,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,blocks
150,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,cubes
150,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,cubes
150,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,cubes
150,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,cubes
151,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,spikes
151,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,spikes
151,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,spikes
151,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,spikes
152,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,daxes
152,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,daxes
152,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,daxes
152,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,daxes
153,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,blickets
153,evading_chasing,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,blickets
153,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Bob in this game.,Alice is trying to catch Bob.,Alice,Bob,blickets
153,evading_chasing,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Bob in this game.,Alice is trying to escape Bob.,Alice,Bob,blickets
154,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,obstacles
154,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,obstacles
154,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,obstacles
154,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,obstacles
155,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,objects
155,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,objects
155,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,objects
155,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,objects
156,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,blocks
156,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,blocks
156,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,blocks
156,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,blocks
157,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,cubes
157,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,cubes
157,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,cubes
157,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,cubes
158,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,spikes
158,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,spikes
158,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,spikes
158,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,spikes
159,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,daxes
159,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,daxes
159,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,daxes
159,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,daxes
160,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,blickets
160,evading_chasing,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,blickets
160,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Charlie in this game.,Alice is trying to catch Charlie.,Alice,Charlie,blickets
160,evading_chasing,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Charlie in this game.,Alice is trying to escape Charlie.,Alice,Charlie,blickets
161,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,obstacles
161,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,obstacles
161,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,obstacles
161,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,obstacles
162,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,objects
162,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,objects
162,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,objects
162,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,objects
163,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,blocks
163,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,blocks
163,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,blocks
163,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,blocks
164,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,cubes
164,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,cubes
164,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,cubes
164,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,cubes
165,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,spikes
165,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,spikes
165,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,spikes
165,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,spikes
166,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,daxes
166,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,daxes
166,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,daxes
166,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,daxes
167,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,blickets
167,evading_chasing,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,blickets
167,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is evading Barack Obama in this game.,Alice is trying to catch Barack Obama.,Alice,Barack Obama,blickets
167,evading_chasing,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is chasing Barack Obama in this game.,Alice is trying to escape Barack Obama.,Alice,Barack Obama,blickets
168,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,obstacles
168,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,obstacles
168,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,obstacles
168,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,obstacles
169,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,objects
169,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,objects
169,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,objects
169,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,objects
170,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,blocks
170,evading_chasing,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,blocks
170,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is evading Donald Trump in this game.,Alice is trying to catch Donald Trump.,Alice,Donald Trump,blocks
170,evading_chasing,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is chasing Donald Trump in this game.,Alice is trying to escape Donald Trump.,Alice,Donald Trump,blocks
