item,stim_classname,directness,condition,context,target,subject1,subject2
38,teasing_comforting,direct,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is comforting Dad.,Barack Obama is trying to make Dad feel better.,Barack Obama,Dad
38,teasing_comforting,direct,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is teasing Dad.,Barack Obama is trying to make Dad feel better.,Barack Obama,Dad
38,teasing_comforting,direct,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is comforting Dad.,Barack Obama is making light-hearted jokes at Dad’s expense.,Barack Obama,Dad
39,teasing_comforting,direct,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is teasing Mom.,Donald Trump is making light-hearted jokes at Mom’s expense.,Donald Trump,Mom
39,teasing_comforting,direct,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is comforting Mom.,Donald Trump is trying to make Mom feel better.,Donald Trump,Mom
39,teasing_comforting,direct,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is teasing Mom.,Donald Trump is trying to make Mom feel better.,Donald Trump,Mom
39,teasing_comforting,direct,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is comforting Mom.,Donald Trump is making light-hearted jokes at Mom’s expense.,Donald Trump,Mom
40,teasing_comforting,direct,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is teasing Dad.,Donald Trump is making light-hearted jokes at Dad’s expense.,Donald Trump,Dad
40,teasing_comforting,direct,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is comforting Dad.,Donald Trump is trying to make Dad feel better.,Donald Trump,Dad
40,teasing_comforting,direct,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is teasing Dad.,Donald Trump is trying to make Dad feel better.,Donald Trump,Dad
40,teasing_comforting,direct,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is comforting Dad.,Donald Trump is making light-hearted jokes at Dad’s expense.,Donald Trump,Dad
41,teasing_comforting,direct,congruent,Mom and Dad are sitting at a table having a conversation. Mom is teasing Dad.,Mom is making light-hearted jokes at Dad’s expense.,Mom,Dad
41,teasing_comforting,direct,congruent,Mom and Dad are sitting at a table having a conversation. Mom is comforting Dad.,Mom is trying to make Dad feel better.,Mom,Dad
41,teasing_comforting,direct,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is teasing Dad.,Mom is trying to make Dad feel better.,Mom,Dad
41,teasing_comforting,direct,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is comforting Dad.,Mom is making light-hearted jokes at Dad’s expense.,Mom,Dad
0,flirting with_envying,indirect,congruent,Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice is giggling each time Bob says something.,Alice,Bob
0,flirting with_envying,indirect,congruent,Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice tries to act nonchalant when Bob talks about their promotion.,Alice,Bob
0,flirting with_envying,indirect,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice tries to act nonchalant when Bob talks about their promotion.,Alice,Bob
0,flirting with_envying,indirect,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice is giggling each time Bob says something.,Alice,Bob
1,flirting with_envying,indirect,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice is giggling each time Charlie says something.,Alice,Charlie
1,flirting with_envying,indirect,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice tries to act nonchalant when Charlie talks about their promotion.,Alice,Charlie
1,flirting with_envying,indirect,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice tries to act nonchalant when Charlie talks about their promotion.,Alice,Charlie
1,flirting with_envying,indirect,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice is giggling each time Charlie says something.,Alice,Charlie
2,flirting with_envying,indirect,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice is giggling each time Barack Obama says something.,Alice,Barack Obama
2,flirting with_envying,indirect,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice tries to act nonchalant when Barack Obama talks about their promotion.,Alice,Barack Obama
2,flirting with_envying,indirect,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice tries to act nonchalant when Barack Obama talks about their promotion.,Alice,Barack Obama
2,flirting with_envying,indirect,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice is giggling each time Barack Obama says something.,Alice,Barack Obama
3,flirting with_envying,indirect,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice is giggling each time Donald Trump says something.,Alice,Donald Trump
3,flirting with_envying,indirect,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice tries to act nonchalant when Donald Trump talks about their promotion.,Alice,Donald Trump
3,flirting with_envying,indirect,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice tries to act nonchalant when Donald Trump talks about their promotion.,Alice,Donald Trump
3,flirting with_envying,indirect,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice is giggling each time Donald Trump says something.,Alice,Donald Trump
4,flirting with_envying,indirect,congruent,Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice is giggling each time Mom says something.,Alice,Mom
4,flirting with_envying,indirect,congruent,Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice tries to act nonchalant when Mom talks about their promotion.,Alice,Mom
4,flirting with_envying,indirect,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice tries to act nonchalant when Mom talks about their promotion.,Alice,Mom
4,flirting with_envying,indirect,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice is giggling each time Mom says something.,Alice,Mom
5,flirting with_envying,indirect,congruent,Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice is giggling each time Dad says something.,Alice,Dad
5,flirting with_envying,indirect,congruent,Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice tries to act nonchalant when Dad talks about their promotion.,Alice,Dad
5,flirting with_envying,indirect,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice tries to act nonchalant when Dad talks about their promotion.,Alice,Dad
5,flirting with_envying,indirect,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice is giggling each time Dad says something.,Alice,Dad
6,flirting with_envying,indirect,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob is giggling each time Charlie says something.,Bob,Charlie
6,flirting with_envying,indirect,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob tries to act nonchalant when Charlie talks about their promotion.,Bob,Charlie
6,flirting with_envying,indirect,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob tries to act nonchalant when Charlie talks about their promotion.,Bob,Charlie
6,flirting with_envying,indirect,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob is giggling each time Charlie says something.,Bob,Charlie
7,flirting with_envying,indirect,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob is giggling each time Barack Obama says something.,Bob,Barack Obama
7,flirting with_envying,indirect,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob tries to act nonchalant when Barack Obama talks about their promotion.,Bob,Barack Obama
7,flirting with_envying,indirect,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob tries to act nonchalant when Barack Obama talks about their promotion.,Bob,Barack Obama
7,flirting with_envying,indirect,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob is giggling each time Barack Obama says something.,Bob,Barack Obama
8,flirting with_envying,indirect,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob is giggling each time Donald Trump says something.,Bob,Donald Trump
8,flirting with_envying,indirect,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob tries to act nonchalant when Donald Trump talks about their promotion.,Bob,Donald Trump
8,flirting with_envying,indirect,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob tries to act nonchalant when Donald Trump talks about their promotion.,Bob,Donald Trump
8,flirting with_envying,indirect,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob is giggling each time Donald Trump says something.,Bob,Donald Trump
9,flirting with_envying,indirect,congruent,Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob is giggling each time Mom says something.,Bob,Mom
9,flirting with_envying,indirect,congruent,Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob tries to act nonchalant when Mom talks about their promotion.,Bob,Mom
9,flirting with_envying,indirect,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob tries to act nonchalant when Mom talks about their promotion.,Bob,Mom
9,flirting with_envying,indirect,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob is giggling each time Mom says something.,Bob,Mom
10,flirting with_envying,indirect,congruent,Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob is giggling each time Dad says something.,Bob,Dad
10,flirting with_envying,indirect,congruent,Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob tries to act nonchalant when Dad talks about their promotion.,Bob,Dad
10,flirting with_envying,indirect,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob tries to act nonchalant when Dad talks about their promotion.,Bob,Dad
10,flirting with_envying,indirect,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob is giggling each time Dad says something.,Bob,Dad
11,flirting with_envying,indirect,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie is giggling each time Barack Obama says something.,Charlie,Barack Obama
11,flirting with_envying,indirect,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie tries to act nonchalant when Barack Obama talks about their promotion.,Charlie,Barack Obama
11,flirting with_envying,indirect,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie tries to act nonchalant when Barack Obama talks about their promotion.,Charlie,Barack Obama
11,flirting with_envying,indirect,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie is giggling each time Barack Obama says something.,Charlie,Barack Obama
12,flirting with_envying,indirect,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie is giggling each time Donald Trump says something.,Charlie,Donald Trump
12,flirting with_envying,indirect,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie tries to act nonchalant when Donald Trump talks about their promotion.,Charlie,Donald Trump
12,flirting with_envying,indirect,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie tries to act nonchalant when Donald Trump talks about their promotion.,Charlie,Donald Trump
12,flirting with_envying,indirect,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie is giggling each time Donald Trump says something.,Charlie,Donald Trump
13,flirting with_envying,indirect,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie is giggling each time Mom says something.,Charlie,Mom
13,flirting with_envying,indirect,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie tries to act nonchalant when Mom talks about their promotion.,Charlie,Mom
13,flirting with_envying,indirect,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie tries to act nonchalant when Mom talks about their promotion.,Charlie,Mom
13,flirting with_envying,indirect,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie is giggling each time Mom says something.,Charlie,Mom
14,flirting with_envying,indirect,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie is giggling each time Dad says something.,Charlie,Dad
14,flirting with_envying,indirect,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie tries to act nonchalant when Dad talks about their promotion.,Charlie,Dad
14,flirting with_envying,indirect,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie tries to act nonchalant when Dad talks about their promotion.,Charlie,Dad
14,flirting with_envying,indirect,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie is giggling each time Dad says something.,Charlie,Dad
15,flirting with_envying,indirect,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama is giggling each time Donald Trump says something.,Barack Obama,Donald Trump
15,flirting with_envying,indirect,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama tries to act nonchalant when Donald Trump talks about their promotion.,Barack Obama,Donald Trump
15,flirting with_envying,indirect,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama tries to act nonchalant when Donald Trump talks about their promotion.,Barack Obama,Donald Trump
15,flirting with_envying,indirect,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama is giggling each time Donald Trump says something.,Barack Obama,Donald Trump
16,flirting with_envying,indirect,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama is giggling each time Mom says something.,Barack Obama,Mom
16,flirting with_envying,indirect,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama tries to act nonchalant when Mom talks about their promotion.,Barack Obama,Mom
16,flirting with_envying,indirect,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama tries to act nonchalant when Mom talks about their promotion.,Barack Obama,Mom
16,flirting with_envying,indirect,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama is giggling each time Mom says something.,Barack Obama,Mom
17,flirting with_envying,indirect,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama is giggling each time Dad says something.,Barack Obama,Dad
17,flirting with_envying,indirect,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama tries to act nonchalant when Dad talks about their promotion.,Barack Obama,Dad
17,flirting with_envying,indirect,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama tries to act nonchalant when Dad talks about their promotion.,Barack Obama,Dad
17,flirting with_envying,indirect,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama is giggling each time Dad says something.,Barack Obama,Dad
18,flirting with_envying,indirect,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump is giggling each time Mom says something.,Donald Trump,Mom
18,flirting with_envying,indirect,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump tries to act nonchalant when Mom talks about their promotion.,Donald Trump,Mom
18,flirting with_envying,indirect,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump tries to act nonchalant when Mom talks about their promotion.,Donald Trump,Mom
18,flirting with_envying,indirect,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump is giggling each time Mom says something.,Donald Trump,Mom
19,flirting with_envying,indirect,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump is giggling each time Dad says something.,Donald Trump,Dad
19,flirting with_envying,indirect,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump tries to act nonchalant when Dad talks about their promotion.,Donald Trump,Dad
19,flirting with_envying,indirect,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump tries to act nonchalant when Dad talks about their promotion.,Donald Trump,Dad
19,flirting with_envying,indirect,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump is giggling each time Dad says something.,Donald Trump,Dad
20,flirting with_envying,indirect,congruent,Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom is giggling each time Dad says something.,Mom,Dad
20,flirting with_envying,indirect,congruent,Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom tries to act nonchalant when Dad talks about their promotion.,Mom,Dad
20,flirting with_envying,indirect,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom tries to act nonchalant when Dad talks about their promotion.,Mom,Dad
20,flirting with_envying,indirect,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom is giggling each time Dad says something.,Mom,Dad
21,flirting with_envying,direct,congruent,Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice is playfully signaling romantic interest towards Bob.,Alice,Bob
21,flirting with_envying,direct,congruent,Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice wishes they were in Bob's place.,Alice,Bob
21,flirting with_envying,direct,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is flirting with Bob.,Alice wishes they were in Bob's place.,Alice,Bob
21,flirting with_envying,direct,incongruent,Alice and Bob are sitting at a table having a conversation. Alice is envying Bob.,Alice is playfully signaling romantic interest towards Bob.,Alice,Bob
22,flirting with_envying,direct,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice is playfully signaling romantic interest towards Charlie.,Alice,Charlie
22,flirting with_envying,direct,congruent,Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice wishes they were in Charlie's place.,Alice,Charlie
22,flirting with_envying,direct,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is flirting with Charlie.,Alice wishes they were in Charlie's place.,Alice,Charlie
22,flirting with_envying,direct,incongruent,Alice and Charlie are sitting at a table having a conversation. Alice is envying Charlie.,Alice is playfully signaling romantic interest towards Charlie.,Alice,Charlie
23,flirting with_envying,direct,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice is playfully signaling romantic interest towards Barack Obama.,Alice,Barack Obama
23,flirting with_envying,direct,congruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice wishes they were in Barack Obama's place.,Alice,Barack Obama
23,flirting with_envying,direct,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is flirting with Barack Obama.,Alice wishes they were in Barack Obama's place.,Alice,Barack Obama
23,flirting with_envying,direct,incongruent,Alice and Barack Obama are sitting at a table having a conversation. Alice is envying Barack Obama.,Alice is playfully signaling romantic interest towards Barack Obama.,Alice,Barack Obama
24,flirting with_envying,direct,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice is playfully signaling romantic interest towards Donald Trump.,Alice,Donald Trump
24,flirting with_envying,direct,congruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice wishes they were in Donald Trump's place.,Alice,Donald Trump
24,flirting with_envying,direct,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is flirting with Donald Trump.,Alice wishes they were in Donald Trump's place.,Alice,Donald Trump
24,flirting with_envying,direct,incongruent,Alice and Donald Trump are sitting at a table having a conversation. Alice is envying Donald Trump.,Alice is playfully signaling romantic interest towards Donald Trump.,Alice,Donald Trump
25,flirting with_envying,direct,congruent,Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice is playfully signaling romantic interest towards Mom.,Alice,Mom
25,flirting with_envying,direct,congruent,Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice wishes they were in Mom's place.,Alice,Mom
25,flirting with_envying,direct,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is flirting with Mom.,Alice wishes they were in Mom's place.,Alice,Mom
25,flirting with_envying,direct,incongruent,Alice and Mom are sitting at a table having a conversation. Alice is envying Mom.,Alice is playfully signaling romantic interest towards Mom.,Alice,Mom
26,flirting with_envying,direct,congruent,Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice is playfully signaling romantic interest towards Dad.,Alice,Dad
26,flirting with_envying,direct,congruent,Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice wishes they were in Dad's place.,Alice,Dad
26,flirting with_envying,direct,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is flirting with Dad.,Alice wishes they were in Dad's place.,Alice,Dad
26,flirting with_envying,direct,incongruent,Alice and Dad are sitting at a table having a conversation. Alice is envying Dad.,Alice is playfully signaling romantic interest towards Dad.,Alice,Dad
27,flirting with_envying,direct,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob is playfully signaling romantic interest towards Charlie.,Bob,Charlie
27,flirting with_envying,direct,congruent,Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob wishes they were in Charlie's place.,Bob,Charlie
27,flirting with_envying,direct,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is flirting with Charlie.,Bob wishes they were in Charlie's place.,Bob,Charlie
27,flirting with_envying,direct,incongruent,Bob and Charlie are sitting at a table having a conversation. Bob is envying Charlie.,Bob is playfully signaling romantic interest towards Charlie.,Bob,Charlie
28,flirting with_envying,direct,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob is playfully signaling romantic interest towards Barack Obama.,Bob,Barack Obama
28,flirting with_envying,direct,congruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob wishes they were in Barack Obama's place.,Bob,Barack Obama
28,flirting with_envying,direct,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is flirting with Barack Obama.,Bob wishes they were in Barack Obama's place.,Bob,Barack Obama
28,flirting with_envying,direct,incongruent,Bob and Barack Obama are sitting at a table having a conversation. Bob is envying Barack Obama.,Bob is playfully signaling romantic interest towards Barack Obama.,Bob,Barack Obama
29,flirting with_envying,direct,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob is playfully signaling romantic interest towards Donald Trump.,Bob,Donald Trump
29,flirting with_envying,direct,congruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob wishes they were in Donald Trump's place.,Bob,Donald Trump
29,flirting with_envying,direct,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is flirting with Donald Trump.,Bob wishes they were in Donald Trump's place.,Bob,Donald Trump
29,flirting with_envying,direct,incongruent,Bob and Donald Trump are sitting at a table having a conversation. Bob is envying Donald Trump.,Bob is playfully signaling romantic interest towards Donald Trump.,Bob,Donald Trump
30,flirting with_envying,direct,congruent,Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob is playfully signaling romantic interest towards Mom.,Bob,Mom
30,flirting with_envying,direct,congruent,Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob wishes they were in Mom's place.,Bob,Mom
30,flirting with_envying,direct,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is flirting with Mom.,Bob wishes they were in Mom's place.,Bob,Mom
30,flirting with_envying,direct,incongruent,Bob and Mom are sitting at a table having a conversation. Bob is envying Mom.,Bob is playfully signaling romantic interest towards Mom.,Bob,Mom
31,flirting with_envying,direct,congruent,Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob is playfully signaling romantic interest towards Dad.,Bob,Dad
31,flirting with_envying,direct,congruent,Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob wishes they were in Dad's place.,Bob,Dad
31,flirting with_envying,direct,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is flirting with Dad.,Bob wishes they were in Dad's place.,Bob,Dad
31,flirting with_envying,direct,incongruent,Bob and Dad are sitting at a table having a conversation. Bob is envying Dad.,Bob is playfully signaling romantic interest towards Dad.,Bob,Dad
32,flirting with_envying,direct,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie is playfully signaling romantic interest towards Barack Obama.,Charlie,Barack Obama
32,flirting with_envying,direct,congruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie wishes they were in Barack Obama's place.,Charlie,Barack Obama
32,flirting with_envying,direct,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is flirting with Barack Obama.,Charlie wishes they were in Barack Obama's place.,Charlie,Barack Obama
32,flirting with_envying,direct,incongruent,Charlie and Barack Obama are sitting at a table having a conversation. Charlie is envying Barack Obama.,Charlie is playfully signaling romantic interest towards Barack Obama.,Charlie,Barack Obama
33,flirting with_envying,direct,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie is playfully signaling romantic interest towards Donald Trump.,Charlie,Donald Trump
33,flirting with_envying,direct,congruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie wishes they were in Donald Trump's place.,Charlie,Donald Trump
33,flirting with_envying,direct,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is flirting with Donald Trump.,Charlie wishes they were in Donald Trump's place.,Charlie,Donald Trump
33,flirting with_envying,direct,incongruent,Charlie and Donald Trump are sitting at a table having a conversation. Charlie is envying Donald Trump.,Charlie is playfully signaling romantic interest towards Donald Trump.,Charlie,Donald Trump
34,flirting with_envying,direct,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie is playfully signaling romantic interest towards Mom.,Charlie,Mom
34,flirting with_envying,direct,congruent,Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie wishes they were in Mom's place.,Charlie,Mom
34,flirting with_envying,direct,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is flirting with Mom.,Charlie wishes they were in Mom's place.,Charlie,Mom
34,flirting with_envying,direct,incongruent,Charlie and Mom are sitting at a table having a conversation. Charlie is envying Mom.,Charlie is playfully signaling romantic interest towards Mom.,Charlie,Mom
35,flirting with_envying,direct,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie is playfully signaling romantic interest towards Dad.,Charlie,Dad
35,flirting with_envying,direct,congruent,Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie wishes they were in Dad's place.,Charlie,Dad
35,flirting with_envying,direct,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is flirting with Dad.,Charlie wishes they were in Dad's place.,Charlie,Dad
35,flirting with_envying,direct,incongruent,Charlie and Dad are sitting at a table having a conversation. Charlie is envying Dad.,Charlie is playfully signaling romantic interest towards Dad.,Charlie,Dad
36,flirting with_envying,direct,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama is playfully signaling romantic interest towards Donald Trump.,Barack Obama,Donald Trump
36,flirting with_envying,direct,congruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama wishes they were in Donald Trump's place.,Barack Obama,Donald Trump
36,flirting with_envying,direct,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is flirting with Donald Trump.,Barack Obama wishes they were in Donald Trump's place.,Barack Obama,Donald Trump
36,flirting with_envying,direct,incongruent,Barack Obama and Donald Trump are sitting at a table having a conversation. Barack Obama is envying Donald Trump.,Barack Obama is playfully signaling romantic interest towards Donald Trump.,Barack Obama,Donald Trump
